,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
8944,19.0,4.0,85.0,364000.0,307900.0,45.0,3079.0,118.22020136407923,1.266645014615135,39.0,34.0
8945,19.0,4.0,86.0,364000.0,301700.0,45.0,3017.0,120.64965197215778,1.2926748425588332,39.0,35.0
8946,19.0,4.0,87.0,364000.0,291900.0,45.0,2919.0,124.70023980815348,1.3360739979445015,39.0,36.0
8947,19.0,4.0,88.0,346250.0,292200.0,45.0,2922.0,118.49760438056126,1.3004791238877482,38.0,37.0
8948,19.0,4.0,89.0,364000.0,282300.0,45.0,2823.0,128.94084307474319,1.381509032943677,39.0,38.0
8984,19.0,4.0,125.0,32000.0,27800.0,45.0,278.0,115.10791366906473,4.676258992805756,13.0,74.0
8985,19.0,4.0,126.0,38060.0,27200.0,45.0,272.0,139.92647058823528,4.411764705882354,12.0,75.0
8986,19.0,4.0,127.0,29460.0,21000.0,45.0,210.0,140.28571428571428,5.238095238095238,11.0,76.0
8987,19.0,4.0,128.0,26010.0,21400.0,45.0,214.0,121.54205607476636,4.672897196261682,10.0,77.0
8988,19.0,4.0,129.0,26010.0,16200.0,45.0,162.0,160.55555555555554,6.172839506172839,10.0,78.0
8990,19.0,4.0,131.0,26010.0,12800.0,45.0,128.0,203.20312500000003,7.8125,10.0,80.0
9036,19.0,5.0,78.0,370600.0,323600.0,45.0,3236.0,114.52410383189121,1.236093943139679,40.0,27.0
9037,19.0,5.0,79.0,370600.0,322600.0,45.0,3226.0,114.87910725356478,1.2399256044637323,40.0,28.0
9038,19.0,5.0,80.0,364000.0,309100.0,45.0,3091.0,117.76124231640246,1.2617275962471692,39.0,29.0
9039,19.0,5.0,81.0,364000.0,313600.0,45.0,3136.0,116.07142857142858,1.2436224489795915,39.0,30.0
9040,19.0,5.0,82.0,364000.0,299500.0,45.0,2995.0,121.53589315525878,1.302170283806344,39.0,31.0
9041,19.0,5.0,83.0,364000.0,303100.0,45.0,3031.0,120.09237875288684,1.286704058066645,39.0,32.0
9088,19.0,5.0,130.0,31230.0,23600.0,45.0,236.0,132.33050847457628,5.084745762711865,12.0,79.0
9089,19.0,5.0,131.0,31230.0,21400.0,45.0,214.0,145.93457943925233,5.607476635514018,12.0,80.0
9090,19.0,5.0,132.0,31230.0,21900.0,45.0,219.0,142.60273972602738,5.479452054794519,12.0,81.0
9091,19.0,5.0,133.0,31230.0,22900.0,45.0,229.0,136.37554585152841,5.240174672489083,12.0,82.0
9092,19.0,5.0,134.0,27780.0,20400.0,45.0,204.0,136.1764705882353,5.3921568627450975,11.0,83.0
9093,19.0,5.0,135.0,29460.0,19500.0,45.0,195.0,151.0769230769231,5.641025641025642,11.0,84.0
9094,19.0,5.0,136.0,26010.0,18400.0,45.0,184.0,141.3586956521739,5.434782608695652,10.0,85.0
9095,19.0,5.0,137.0,31230.0,19200.0,45.0,192.0,162.65625,6.25,12.0,86.0
9096,19.0,5.0,138.0,23100.0,16200.0,45.0,162.0,142.5925925925926,5.5555555555555545,9.0,87.0
9097,19.0,5.0,139.0,24980.0,16700.0,45.0,167.0,149.5808383233533,5.9880239520958085,10.0,88.0
9099,19.0,5.0,141.0,23210.0,13500.0,45.0,135.0,171.9259259259259,6.666666666666668,9.0,90.0
9126,19.0,6.0,69.0,420940.0,352400.0,45.0,3524.0,119.4494892167991,1.1634506242905789,41.0,18.0
9127,19.0,6.0,70.0,420940.0,357700.0,45.0,3577.0,117.67961979312273,1.1462119094213028,41.0,19.0
9128,19.0,6.0,71.0,420940.0,349700.0,45.0,3497.0,120.37174721189592,1.1724335144409497,41.0,20.0
9129,19.0,6.0,72.0,420940.0,346600.0,45.0,3466.0,121.44835545297173,1.1829197922677437,41.0,21.0
9130,19.0,6.0,73.0,370600.0,336700.0,45.0,3367.0,110.06831006831005,1.188001188001188,40.0,22.0
9132,19.0,6.0,75.0,370600.0,330800.0,45.0,3308.0,112.03143893591293,1.2091898428053205,40.0,24.0
9133,19.0,6.0,76.0,370600.0,320700.0,45.0,3207.0,115.55971312753351,1.2472715933894607,40.0,25.0
9134,19.0,6.0,77.0,364000.0,321900.0,45.0,3219.0,113.07859583721655,1.211556383970177,39.0,26.0
9135,19.0,6.0,78.0,364000.0,301500.0,45.0,3015.0,120.72968490878941,1.2935323383084576,39.0,27.0
9136,19.0,6.0,79.0,364000.0,302700.0,45.0,3027.0,120.25107367030064,1.288404360753221,39.0,28.0
9137,19.0,6.0,80.0,364000.0,294600.0,45.0,2946.0,123.55736591989135,1.323828920570265,39.0,29.0
9138,19.0,6.0,81.0,364000.0,295900.0,45.0,2959.0,123.01453193646505,1.3180128421764108,39.0,30.0
9193,19.0,6.0,136.0,39830.0,26500.0,45.0,265.0,150.30188679245282,4.905660377358491,13.0,85.0
9194,19.0,6.0,137.0,31230.0,24600.0,45.0,246.0,126.95121951219512,4.878048780487805,12.0,86.0
9195,19.0,6.0,138.0,36380.0,22700.0,45.0,227.0,160.26431718061673,5.286343612334802,12.0,87.0
9196,19.0,6.0,139.0,37030.0,22300.0,45.0,223.0,166.05381165919286,5.381165919282512,12.0,88.0
9197,19.0,6.0,140.0,31230.0,21500.0,45.0,215.0,145.25581395348837,5.5813953488372094,12.0,89.0
9198,19.0,6.0,141.0,31230.0,19500.0,45.0,195.0,160.15384615384616,6.153846153846153,12.0,90.0
9199,19.0,6.0,142.0,23210.0,18500.0,45.0,185.0,125.45945945945948,4.864864864864865,9.0,91.0
9200,19.0,6.0,143.0,28430.0,18700.0,45.0,187.0,152.0320855614973,5.882352941176469,11.0,92.0
9201,19.0,6.0,144.0,31230.0,20500.0,45.0,205.0,152.34146341463415,5.853658536585367,12.0,93.0
